review,rating,date,bank,source,sentiment_label,sentiment_score
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,google_play,Neutral,0.0
let us know before you shut down the app,4,2025-08-27,CBE,google_play,Neutral,0.0
excited,5,2025-08-27,CBE,google_play,Positive,0.34
amizing,5,2025-08-26,CBE,google_play,Neutral,0.0
love it,5,2025-08-26,CBE,google_play,Positive,0.6369
yes it is v good,5,2025-08-26,CBE,google_play,Positive,0.6808
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,google_play,Positive,0.7906
this app is smart.,5,2025-08-26,CBE,google_play,Positive,0.4019
I am happy,5,2025-08-26,CBE,google_play,Positive,0.5719
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,google_play,Positive,0.2311
ጤና ከድረ,5,2025-08-25,CBE,google_play,Neutral,0.0
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,google_play,Negative,-0.34
I have forgotten mobail banking password,5,2025-08-25,CBE,google_play,Negative,-0.2263
Thank you,5,2025-08-25,CBE,google_play,Positive,0.3612
muktaar Abraahim,5,2025-08-25,CBE,google_play,Neutral,0.0
🤞Good One,5,2025-08-24,CBE,google_play,Neutral,0.0
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,google_play,Neutral,0.0
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,google_play,Negative,-0.6249
i like it and aprshat.,4,2025-08-23,CBE,google_play,Positive,0.3612
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,google_play,Positive,0.6124
best app and easy to use,5,2025-08-23,CBE,google_play,Positive,0.7964
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,google_play,Positive,0.3919
List of transactions can't load over months and years..,1,2025-08-23,CBE,google_play,Neutral,0.0
transferring money to telebirr is not working,1,2025-08-23,CBE,google_play,Neutral,0.0
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,google_play,Negative,-0.2755
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,google_play,Positive,0.4939
this application do not show over all transaction history,3,2025-08-23,CBE,google_play,Neutral,0.0
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,google_play,Positive,0.2609
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,google_play,Negative,-0.395
best and secured application,5,2025-08-23,CBE,google_play,Positive,0.7845
This application is excellent .,5,2025-08-22,CBE,google_play,Positive,0.5719
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,google_play,Neutral,0.0
Thise App is Great,5,2025-08-22,CBE,google_play,Positive,0.6249
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,google_play,Neutral,0.0
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,google_play,Positive,0.8945
👍,5,2025-08-22,CBE,google_play,Neutral,0.0
it is good app,5,2025-08-22,CBE,google_play,Positive,0.4404
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,google_play,Positive,0.4404
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,google_play,Positive,0.9637
i don' want,5,2025-08-22,CBE,google_play,Positive,0.0772
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,google_play,Positive,0.8878
one of the best,5,2025-08-22,CBE,google_play,Positive,0.6369
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,google_play,Negative,-0.3736
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,google_play,Neutral,0.0
not bad apk,1,2025-08-21,CBE,google_play,Positive,0.431
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,google_play,Positive,0.8083
best mobile banking App that have seen .,5,2025-08-21,CBE,google_play,Positive,0.6369
It's very helpful apps,5,2025-08-21,CBE,google_play,Positive,0.4754
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,google_play,Neutral,0.0
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,google_play,Positive,0.4939
well app,5,2025-08-20,CBE,google_play,Positive,0.2732
"Smart service But, your service charge is too high",5,2025-08-20,CBE,google_play,Positive,0.2144
perfect 👌 keep,5,2025-08-20,CBE,google_play,Positive,0.87
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,google_play,Neutral,0.0
excellent plus,5,2025-08-20,CBE,google_play,Positive,0.5719
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,google_play,Positive,0.6249
so disappointing :((,1,2025-08-20,CBE,google_play,Negative,-0.5413
what nice app i never usedyet,4,2025-08-20,CBE,google_play,Positive,0.4215
Excellent,5,2025-08-20,CBE,google_play,Positive,0.5719
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,google_play,Neutral,0.0
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,google_play,Positive,0.743
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,google_play,Neutral,0.0
very good🙏🙏,5,2025-08-19,CBE,google_play,Positive,0.4927
I recognized thank you,5,2025-08-19,CBE,google_play,Positive,0.3612
Best feature!!,5,2025-08-19,CBE,google_play,Positive,0.6988
the saved account totally removed ..why????????,1,2025-08-19,CBE,google_play,Positive,0.5803
good bank Ethiopian very nic,5,2025-08-18,CBE,google_play,Positive,0.4404
this good app but screenshot must enable,4,2025-08-18,CBE,google_play,Positive,0.2382
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,google_play,Neutral,0.0
change mobile banking CBE,5,2025-08-18,CBE,google_play,Neutral,0.0
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,google_play,Positive,0.1999
Adisi Deti,5,2025-08-17,CBE,google_play,Neutral,0.0
this app is the good apps,5,2025-08-17,CBE,google_play,Positive,0.4404
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,google_play,Positive,0.3182
congra ethio,5,2025-08-15,CBE,google_play,Neutral,0.0
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,google_play,Neutral,0.0
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,google_play,Positive,0.2023
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,google_play,Negative,-0.1027
this APK Best for most of people,5,2025-08-13,CBE,google_play,Positive,0.6369
good keep it up,5,2025-08-13,CBE,google_play,Positive,0.4404
very nice app,5,2025-08-12,CBE,google_play,Positive,0.4754
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,google_play,Neutral,0.0
cbe. noor,2,2025-08-12,CBE,google_play,Neutral,0.0
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,google_play,Positive,0.1486
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,google_play,Neutral,0.0
this is so good,5,2025-08-11,CBE,google_play,Positive,0.5777
❤❤❤❤❤😂,5,2025-08-10,CBE,google_play,Positive,0.9774
Very interesting 🤔,5,2025-08-10,CBE,google_play,Positive,0.4576
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,google_play,Positive,0.4927
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,google_play,Positive,0.3612
very bad app,1,2025-08-09,CBE,google_play,Negative,-0.5849
good 👍,5,2025-08-09,CBE,google_play,Positive,0.4404
it is the best transferring AP,5,2025-08-08,CBE,google_play,Positive,0.6369
it's good but add some more please,3,2025-08-08,CBE,google_play,Positive,0.653
best servis app,4,2025-08-07,CBE,google_play,Positive,0.6369
very useful to use it from any where in the world !,5,2025-08-07,CBE,google_play,Positive,0.54
it very good but why block the screen shoot,5,2025-08-07,CBE,google_play,Negative,-0.7053
Good app,5,2025-08-07,CBE,google_play,Positive,0.4404
"the most disgusting app,",1,2025-08-07,CBE,google_play,Negative,-0.5709
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,google_play,Neutral,0.0
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,google_play,Neutral,0.0
best one,5,2025-08-05,CBE,google_play,Positive,0.6369
awesome,5,2025-08-05,CBE,google_play,Positive,0.6249
so good,5,2025-08-04,CBE,google_play,Positive,0.4927
worst experience,1,2025-08-04,CBE,google_play,Negative,-0.6249
The 1st one is CBE,5,2025-08-04,CBE,google_play,Neutral,0.0
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,google_play,Negative,-0.6249
CBE,5,2025-08-04,CBE,google_play,Neutral,0.0
goof,5,2025-11-28,BOA,google_play,Neutral,0.0
good!,5,2025-11-28,BOA,google_play,Positive,0.4926
good jop,5,2025-11-27,BOA,google_play,Positive,0.4404
bad exprience...it is so crushed,1,2025-11-27,BOA,google_play,Negative,-0.7973
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,google_play,Negative,-0.4268
ምንም የማይ ሰራ,1,2025-11-26,BOA,google_play,Neutral,0.0
very good,5,2025-11-25,BOA,google_play,Positive,0.4927
most of the time is not working properly,1,2025-11-25,BOA,google_play,Neutral,0.0
good service,5,2025-11-25,BOA,google_play,Positive,0.4404
not use for me,3,2025-11-23,BOA,google_play,Neutral,0.0
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,google_play,Negative,-0.4019
waw,5,2025-11-21,BOA,google_play,Neutral,0.0
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,google_play,Negative,-0.1531
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,google_play,Negative,-0.8834
it is a good app,5,2025-11-18,BOA,google_play,Positive,0.4404
it is not working at all,1,2025-11-15,BOA,google_play,Neutral,0.0
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,google_play,Positive,0.9848
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,google_play,Positive,0.34
fast and simple,5,2025-11-11,BOA,google_play,Neutral,0.0
best of best,5,2025-11-10,BOA,google_play,Positive,0.8555
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,google_play,Negative,-0.5994
good,4,2025-11-10,BOA,google_play,Positive,0.4404
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,google_play,Positive,0.4166
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,google_play,Positive,0.4404
best app,5,2025-11-08,BOA,google_play,Positive,0.6369
Best app,5,2025-11-07,BOA,google_play,Positive,0.6369
"Barely works, it always fails to connect",1,2025-11-07,BOA,google_play,Negative,-0.4215
my fav app,5,2025-11-07,BOA,google_play,Positive,0.4588
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,google_play,Neutral,0.0
very nice,5,2025-11-04,BOA,google_play,Positive,0.4754
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,google_play,Positive,0.102
I like,5,2025-11-02,BOA,google_play,Positive,0.3612
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,google_play,Neutral,0.0
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,google_play,Positive,0.4969
"the worst app ever,",1,2025-10-30,BOA,google_play,Negative,-0.6249
better,5,2025-10-29,BOA,google_play,Positive,0.4404
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,google_play,Neutral,-0.0258
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,google_play,Negative,-0.4291
kiyaa makonn,5,2025-10-27,BOA,google_play,Neutral,0.0
very very lazy app,1,2025-10-26,BOA,google_play,Negative,-0.4716
telebirr remittance,5,2025-10-24,BOA,google_play,Neutral,0.0
The best bank in 🇪🇹,5,2025-10-23,BOA,google_play,Positive,0.6369
its good,5,2025-10-22,BOA,google_play,Positive,0.4404
the worst app in my financial experience.,1,2025-10-22,BOA,google_play,Negative,-0.6249
good for mb appliciation,5,2025-10-21,BOA,google_play,Positive,0.4404
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,google_play,Negative,-0.9107
try to easy network,4,2025-10-17,BOA,google_play,Positive,0.4404
hussen hassen umer,5,2025-10-16,BOA,google_play,Neutral,0.0
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,google_play,Positive,0.4404
an exceptional banking app.,5,2025-10-16,BOA,google_play,Neutral,0.0
alhamdulilah,5,2025-10-11,BOA,google_play,Neutral,0.0
poor,5,2025-10-11,BOA,google_play,Negative,-0.4767
Best of best,5,2025-10-09,BOA,google_play,Positive,0.8555
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,google_play,Negative,-0.5664
It's always crushing,1,2025-10-08,BOA,google_play,Negative,-0.3612
office branches have to improve their services please,4,2025-10-07,BOA,google_play,Positive,0.6369
♥️♥️,5,2025-10-05,BOA,google_play,Positive,0.8555
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,google_play,Positive,0.4404
it needs a timely update,5,2025-10-03,BOA,google_play,Neutral,0.0
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,google_play,Negative,-0.6794
Like,5,2025-10-01,BOA,google_play,Positive,0.3612
I can't type my otp on it.,1,2025-10-01,BOA,google_play,Neutral,0.0
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,google_play,Positive,0.1757
jaajja,4,2025-09-30,BOA,google_play,Neutral,0.0
I love this bank the best experience ever.,5,2025-09-28,BOA,google_play,Positive,0.8555
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,google_play,Negative,-0.5667
easy and fast,5,2025-09-24,BOA,google_play,Positive,0.4404
Great,5,2025-09-20,BOA,google_play,Positive,0.6249
mobile banking,5,2025-09-19,BOA,google_play,Neutral,0.0
😎,5,2025-09-18,BOA,google_play,Positive,0.4588
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,google_play,Neutral,0.0
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,google_play,Positive,0.5656
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,google_play,Neutral,0.0
none,5,2025-09-14,BOA,google_play,Neutral,0.0
very good app i ever used,5,2025-09-12,BOA,google_play,Positive,0.4927
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,google_play,Positive,0.8271
zedo,5,2025-09-11,BOA,google_play,Neutral,0.0
please open my mobile app,5,2025-09-10,BOA,google_play,Positive,0.3182
it doesn't open,1,2025-09-10,BOA,google_play,Neutral,0.0
Very Good,5,2025-09-09,BOA,google_play,Positive,0.4927
masha alla,5,2025-09-08,BOA,google_play,Neutral,0.0
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,google_play,Positive,0.6696
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,google_play,Neutral,0.0
tamaam kamal,1,2025-09-04,BOA,google_play,Neutral,0.0
በጣም ሐሪፍ,5,2025-09-03,BOA,google_play,Neutral,0.0
great 👍,5,2025-09-02,BOA,google_play,Positive,0.6249
absiniya banki,5,2025-08-29,BOA,google_play,Neutral,0.0
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,google_play,Neutral,0.0
One of the best in this business,5,2025-08-25,BOA,google_play,Positive,0.6369
Excellent,5,2025-08-20,BOA,google_play,Positive,0.5719
besat🥰,5,2025-08-19,BOA,google_play,Positive,0.8074
unlimited experience,5,2025-08-18,BOA,google_play,Neutral,0.0
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,google_play,Positive,0.7261
very nice mobile banking app my favourite,5,2025-08-16,BOA,google_play,Positive,0.4754
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,google_play,Neutral,0.0
best apps,5,2025-08-15,BOA,google_play,Positive,0.6369
the worst app ever to exist in a bank history,1,2025-08-15,BOA,google_play,Negative,-0.6249
thank you,5,2025-08-14,BOA,google_play,Positive,0.3612
Best mobile app in the country,5,2025-08-14,BOA,google_play,Positive,0.6369
not fast,2,2025-08-12,BOA,google_play,Neutral,0.0
keeps freezing at the front page.,1,2025-08-10,BOA,google_play,Negative,-0.1027
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,google_play,Positive,0.0772
abseniya bank app,5,2025-08-08,BOA,google_play,Neutral,0.0
yes goode app,5,2025-08-03,BOA,google_play,Positive,0.4019
Great App,5,2025-08-02,BOA,google_play,Positive,0.6249
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,google_play,Negative,-0.7521
ረጀብነሱ,1,2025-07-31,BOA,google_play,Neutral,0.0
The Worst Mobile Banking App.,1,2025-07-31,BOA,google_play,Negative,-0.6249
giod,5,2025-07-30,BOA,google_play,Neutral,0.0
best bank in ethiopia,5,2025-07-29,BOA,google_play,Positive,0.6369
waqayyoo,5,2025-07-28,BOA,google_play,Neutral,0.0
please is not working,2,2025-07-27,BOA,google_play,Positive,0.3182
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,google_play,Neutral,0.0
I can log in from any where,5,2025-07-23,BOA,google_play,Neutral,0.0
😇,3,2025-07-21,BOA,google_play,Positive,0.4588
no proplem,5,2025-07-20,BOA,google_play,Negative,-0.296
👍👍👍,5,2025-07-20,BOA,google_play,Neutral,0.0
excellent app,5,2025-07-18,BOA,google_play,Positive,0.5719
good work,5,2025-07-15,BOA,google_play,Positive,0.4404
☹️,5,2025-07-15,BOA,google_play,Negative,-0.34
excellent,5,2025-07-14,BOA,google_play,Positive,0.5719
Great BoA,5,2025-07-14,BOA,google_play,Positive,0.6249
Good,5,2025-07-14,BOA,google_play,Positive,0.4404
Okay,4,2025-07-13,BOA,google_play,Positive,0.2263
not working,1,2025-07-12,BOA,google_play,Neutral,0.0
This App is Getting worse and worse with every update,2,2025-07-11,BOA,google_play,Negative,-0.7351
ምርጥ ነው,1,2025-07-10,BOA,google_play,Neutral,0.0
nice,5,2025-07-10,BOA,google_play,Positive,0.4215
meku,5,2025-07-07,BOA,google_play,Neutral,0.0
awasome app go a head,5,2025-07-04,BOA,google_play,Neutral,0.0
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,google_play,Negative,-0.7964
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,google_play,Negative,-0.3506
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,google_play,Negative,-0.1415
wow,5,2025-07-01,BOA,google_play,Positive,0.5859
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,google_play,Negative,-0.8126
amazing Banks App👌👌,3,2025-06-25,BOA,google_play,Positive,0.9439
good App fore me,5,2025-06-25,BOA,google_play,Positive,0.4404
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,google_play,Neutral,0.0
fantastic,5,2025-06-22,BOA,google_play,Positive,0.5574
👍,4,2025-06-21,BOA,google_play,Neutral,0.0
it's nice to use.,5,2025-06-21,BOA,google_play,Positive,0.4215
app doesn't start,1,2025-06-21,BOA,google_play,Neutral,0.0
Excellent application,5,2025-06-18,BOA,google_play,Positive,0.5719
its very bad app its very slow,1,2025-06-17,BOA,google_play,Negative,-0.5849
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,google_play,Neutral,0.0
Good job!,5,2025-06-13,BOA,google_play,Positive,0.4926
best financial app.,5,2025-06-12,BOA,google_play,Positive,0.6369
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,google_play,Neutral,0.0
the worst app humans ever created,1,2025-06-09,BOA,google_play,Negative,-0.4767
it's not working,3,2025-06-05,BOA,google_play,Neutral,0.0
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,google_play,Negative,-0.1884
exceptional,5,2025-06-03,BOA,google_play,Neutral,0.0
BoA Mobile good bank,5,2025-06-02,BOA,google_play,Positive,0.4404
this is worest app 24/7 loading,1,2025-06-01,BOA,google_play,Neutral,0.0
BoA system is confartable,5,2025-06-01,BOA,google_play,Neutral,0.0
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,google_play,Negative,-0.8491
Good service.,3,2025-05-25,BOA,google_play,Positive,0.4404
the app crush frequently,1,2025-05-24,BOA,google_play,Negative,-0.1531
You guys keeps getting worst,1,2025-05-22,BOA,google_play,Negative,-0.6249
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,google_play,Positive,0.7757
BoA,2,2025-05-20,BOA,google_play,Neutral,0.0
but not opening on android,4,2025-05-19,BOA,google_play,Neutral,0.0
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,google_play,Negative,-0.6249
amazing,5,2025-05-18,BOA,google_play,Positive,0.5859
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,google_play,Negative,-0.296
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,google_play,Negative,-0.4639
liking this application good 👍,5,2025-05-07,BOA,google_play,Positive,0.6808
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,google_play,Negative,-0.775
it's really good 👍,5,2025-04-23,BOA,google_play,Positive,0.4927
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,google_play,Negative,-0.6705
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,google_play,Neutral,0.0
Best,2,2025-04-19,BOA,google_play,Positive,0.6369
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,google_play,Negative,-0.6571
yideg,1,2025-04-18,BOA,google_play,Neutral,0.0
great boa,5,2025-04-10,BOA,google_play,Positive,0.6249
boa of mobile backing,5,2025-04-09,BOA,google_play,Neutral,0.0258
faster bank of Abissinya,5,2025-04-08,BOA,google_play,Neutral,0.0
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,google_play,Negative,-0.4215
it just doesn't work...so frustrating,1,2025-04-07,BOA,google_play,Positive,0.3412
like,5,2025-04-06,BOA,google_play,Positive,0.3612
it's not work correctly... you must have update it,1,2025-04-06,BOA,google_play,Neutral,0.0
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,google_play,Positive,0.6844
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,google_play,Positive,0.4939
good but they don't update enough don't add new things,3,2025-04-04,BOA,google_play,Positive,0.2382
